30	25	11	31	1
11	1	25	23	3
29	30	16	23	4
28	4	27	24	16
5	7	3	15	11
5	3	9	31	1
3	20	17	25	21
30	16	24	23	32
20	30	12	2	3
32	30	17	9	15
12	23	36	27	7
7	33	18	26	19
33	4	14	3	28
25	12	9	33	17
23	33	16	9	12
10	31	32	25	14
30	6	9	12	32
10	33	6	35	24
30	16	1	7	8
16	15	19	32	7
2	11	28	17	9
22	31	27	14	23
23	19	31	36	29
32	28	36	27	1
12	20	32	21	3
26	15	33	5	27
3	19	1	21	29
4	29	30	1	7
20	26	1	8	17
15	14	33	6	4
14	12	5	33	26
31	28	6	35	32
14	20	26	30	12
33	21	31	19	22
33	13	32	17	9
9	19	28	20	31
23	28	30	33	29
35	5	20	1	13
17	1	16	31	21
5	7	18	4	2
24	6	32	23	7
29	36	9	19	1
35	19	22	25	33
24	12	9	25	1
22	35	23	25	3
2	9	32	1	33
15	23	17	7	30
7	27	32	16	8
2	27	23	33	9
4	36	11	18	12
35	12	25	9	32
23	2	14	3	13
25	6	11	34	36
2	12	33	18	19
20	9	34	8	17
4	10	13	30	35
35	7	24	8	9
23	4	7	27	5
25	9	14	26	24
24	34	11	8	29
23	15	30	33	14
9	23	12	19	16
32	36	6	4	16
5	35	15	8	10
27	22	6	34	18
10	20	26	18	3
21	4	23	34	11
36	17	22	26	20
34	36	30	28	5
4	9	28	10	15
5	10	12	11	19
33	11	13	5	36
11	3	21	30	8
14	12	18	16	11
4	28	25	35	29
11	10	16	21	12
7	10	12	23	16
9	31	27	4	21
14	11	26	27	29
17	1	31	19	10
13	23	18	21	32
23	19	7	34	12
18	26	17	35	28
31	22	6	20	12
22	15	3	19	25
32	4	12	29	35
36	32	29	19	8
18	20	14	25	32
7	13	25	26	9
11	24	23	10	30
27	25	5	32	31
1	20	8	17	2
8	36	20	35	31
24	17	8	9	15
35	25	2	29	5
20	6	17	12	1
8	22	21	36	33
26	9	6	28	34
31	20	28	4	2
12	34	2	26	22
34	23	27	9	12
30	18	13	22	16
11	36	2	24	17
7	5	13	8	10
13	8	2	7	17
6	8	32	15	21
31	35	7	17	29
24	3	28	22	1
1	17	15	21	7
16	13	5	28	21
24	4	31	11	17
22	2	28	11	16
25	29	33	28	13
4	21	35	16	12
33	30	24	17	10
11	32	21	1	22
17	35	16	34	2
18	5	21	23	10
35	8	4	22	13
35	34	20	31	15
15	6	8	18	2
22	23	1	11	35
26	14	16	11	13
31	17	4	10	35
28	25	21	2	31
15	27	28	1	8
19	23	26	16	13
10	11	28	20	36
5	3	23	1	19
2	22	12	20	23
25	24	12	27	9
4	19	29	34	12
21	29	12	1	30
4	10	1	16	21
13	29	10	23	7
17	14	7	36	9
29	26	9	1	17
18	31	11	15	30
23	10	16	6	35
26	22	6	10	16
8	30	6	10	9
7	1	13	11	25
26	27	36	34	6
8	10	12	6	3
16	6	5	29	18
30	16	32	22	17
3	20	21	4	32
9	2	32	20	27
23	21	15	24	12
3	21	13	5	36
5	6	26	27	32
24	2	18	7	34
28	13	34	5	4
29	34	4	6	8
22	31	13	24	7
17	27	18	25	30
1	36	7	26	23
25	14	17	1	12
24	28	13	6	2
31	2	29	26	17
13	22	33	5	12
15	12	17	16	22
26	21	13	9	35
30	11	12	8	15
20	19	17	9	28
13	30	23	32	21
15	14	34	31	12
12	16	10	34	21
30	11	26	12	22
29	23	11	13	34
17	19	14	21	28
12	16	7	27	20
23	20	15	24	31
24	22	2	11	35
17	14	21	32	18
28	1	26	25	23
33	1	32	11	2
30	1	6	29	15
28	14	20	22	5
33	10	13	30	29
26	22	14	15	23
7	10	34	8	1
21	24	17	6	1
18	3	5	20	33
26	15	5	9	29
14	6	16	13	22
6	21	19	13	27
16	7	24	21	31
33	27	16	13	7
11	7	16	30	18
19	16	30	14	15
20	24	26	14	29
3	16	34	2	32
